Gene ID,Gene symbol,Description,Scientific name,Common name,RefSeq Transcript accessions,RefSeq Protein accessions,SPARCLE ID,Curation Status,RefseqSelect,Default sequence
101543048,TMEM161B,transmembrane protein 161B,Sorex araneus,European shrew,XM_004613066.2,XP_004613123.2,,model,,default-seq
101567014,Tmem161b,transmembrane protein 161B,Octodon degus,degu,XM_004640942.3,XP_004640999.1,10563169,model,,default-seq
101602557,Tmem161b,transmembrane protein 161B,Jaculus jaculus,lesser Egyptian jerboa,XM_045134370.1,XP_044990305.1,,model,,default-seq
101637598,TMEM161B,transmembrane protein 161B,Condylura cristata,star-nosed mole,XM_004678151.2,XP_004678208.2,10563169,model,,default-seq
101661301,TMEM161B,transmembrane protein 161B,Echinops telfairi,small Madagascar hedgehog,XM_004703500.3,XP_004703557.2,,model,,default-seq
101690752,TMEM161B,transmembrane protein 161B,Mustela putorius furo,domestic ferret,XM_004759115.3,XP_004759172.1,10563169,model,,default-seq
101714810,Tmem161b,transmembrane protein 161B,Heterocephalus glaber,naked mole-rat,XM_004841655.2,XP_004841712.1,10563169,model,,default-seq
101835119,Tmem161b,transmembrane protein 161B,Mesocricetus auratus,golden hamster,XM_005065685.4,XP_005065742.2,10563169,model,,default-seq
101865849,TMEM161B,transmembrane protein 161B,Macaca fascicularis,crab-eating macaque,XM_005557334.4,XP_005557391.1,10563169,model,,default-seq
101961860,Tmem161b,transmembrane protein 161B,Ictidomys tridecemlineatus,thirteen-lined ground squirrel,XM_005315672.4,XP_005315729.1,10563169,model,,default-seq
101992974,Tmem161b,transmembrane protein 161B,Microtus ochrogaster,prairie vole,XM_005356530.3,XP_005356587.1,10563169,model,,default-seq
102007122,Tmem161b,transmembrane protein 161B,Chinchilla lanigera,long-tailed chinchilla,XM_005382296.2,XP_005382353.1,10563169,model,,default-seq
102174840,TMEM161B,transmembrane protein 161B,Capra hircus,goat,XM_018050049.1,XP_017905538.1,10563169,model,,default-seq
102248147,TMEM161B,transmembrane protein 161B,Myotis brandtii,Brandt's bat,XM_014543946.1,XP_014399432.1,10563169,model,,default-seq
102287748,TMEM161B,transmembrane protein 161B,Bos mutus,wild yak,XM_005905816.3,XP_005905878.1,10563169,model,,default-seq
102389996,TMEM161B,transmembrane protein 161B,Bubalus bubalis,water buffalo,XM_006080229.4,XP_006080291.4,,model,,default-seq
102437830,TMEM161B,transmembrane protein 161B,Myotis lucifugus,little brown bat,XM_006081231.3,XP_006081293.1,10563169,model,,default-seq
102495602,TMEM161B,transmembrane protein 161B,Tupaia chinensis,Chinese tree shrew,XM_006167806.3,XP_006167868.1,10563169,model,,default-seq
102507459,TMEM161B,transmembrane protein 161B,Camelus ferus,Wild Bactrian camel,XM_006187961.3,XP_006188023.1,10563169,model,,default-seq
102535037,TMEM161B,transmembrane protein 161B,Vicugna pacos,alpaca,XM_006197642.4,XP_006197704.1,10563169,model,,default-seq
102729390,TMEM161B,transmembrane protein 161B,Leptonychotes weddellii,Weddell seal,XM_006727802.1,XP_006727865.1,10563169,model,,default-seq
102762597,TMEM161B,transmembrane protein 161B,Myotis davidii,,XM_006775514.2,XP_006775577.1,10563169,model,,default-seq
102883565,TMEM161B,transmembrane protein 161B,Pteropus alecto,black flying fox,XM_006913205.2,XP_006913267.1,10563169,model,,default-seq
102906028,Tmem161b,transmembrane protein 161B,Peromyscus maniculatus bairdii,prairie deer mouse,XM_016006608.2,XP_015862094.2,,model,,default-seq
102965779,TMEM161B,transmembrane protein 161B,Panthera tigris,tiger,XM_007079771.3,XP_007079833.1,10563169,model,,default-seq
102994111,TMEM161B,transmembrane protein 161B,Physeter macrocephalus,sperm whale,XM_007122102.4,XP_007122164.1,10563169,model,,default-seq
103011799,TMEM161B,transmembrane protein 161B,Balaenoptera acutorostrata,minke whale,XM_007193027.3,XP_007193089.1,10563169,model,,default-seq
103109848,TMEM161B,transmembrane protein 161B,Erinaceus europaeus,western European hedgehog,XM_007518976.3,XP_007519038.2,10563169,model,,default-seq
103199152,TMEM161B,transmembrane protein 161B,Orycteropus afer afer,,XM_007943390.2,XP_007941581.1,10563169,model,,default-seq
103224297,TMEM161B,transmembrane protein 161B,Chlorocebus sabaeus,green monkey,XM_007977722.3,XP_007975913.2,,model,,default-seq
103275068,TMEM161B,transmembrane protein 161B,Carlito syrichta,Philippine tarsier,XM_008072491.1,XP_008070682.1,10563169,model,,default-seq
103305249,TMEM161B,transmembrane protein 161B,Eptesicus fuscus,big brown bat,XM_008162011.3,XP_008160233.2,10563169,model,,default-seq
103546104,TMEM161B,transmembrane protein 161B,Equus przewalskii,Przewalski's horse,XM_070569754.1,XP_070425855.1,,model,,default-seq
103593921,TMEM161B,transmembrane protein 161B,Galeopterus variegatus,Sunda flying lemur,XM_008577040.1,XP_008575262.1,10563169,model,,default-seq
103672179,TMEM161B,transmembrane protein 161B,Ursus maritimus,polar bear,XM_040622107.1,XP_040478041.1,,model,,default-seq
103739120,Tmem161b,transmembrane protein 161B,Nannospalax galili,Upper Galilee mountains blind mole rat,XM_029566622.1,XP_029422482.1,,model,,default-seq
104657753,TMEM161B,transmembrane protein 161B,Rhinopithecus roxellana,golden snub-nosed monkey,XM_010357618.2,XP_010355920.1,10563169,model,,default-seq
104871310,Tmem161b,transmembrane protein 161B,Fukomys damarensis,Damara mole-rat,XM_010637160.3,XP_010635462.1,10563169,model,,default-seq
104982504,TMEM161B,transmembrane protein 161B,Bison bison bison,,XM_010831900.1,XP_010830202.1,10563169,model,,default-seq
105074782,TMEM161B,transmembrane protein 161B,Camelus bactrianus,Bactrian camel,XM_010962412.3,XP_010960714.1,10563169,model,,default-seq
105099634,TMEM161B,transmembrane protein 161B,Camelus dromedarius,Arabian camel,XM_064482213.1,XP_064338283.1,,model,,default-seq
105303947,TMEM161B,transmembrane protein 161B,Pteropus vampyrus,large flying fox,XM_011377819.2,XP_011376121.1,10563169,model,,default-seq
105513384,TMEM161B,transmembrane protein 161B,Colobus angolensis palliatus,,XM_011944243.1,XP_011799633.1,10563169,model,,default-seq
105538203,TMEM161B,transmembrane protein 161B,Mandrillus leucophaeus,drill,XM_011978004.1,XP_011833394.1,10563169,model,,default-seq
105599098,TMEM161B,transmembrane protein 161B,Cercocebus atys,sooty mangabey,XM_012089078.1,XP_011944468.1,10563169,model,,default-seq
105734685,TMEM161B,transmembrane protein 161B,Aotus nancymaae,Ma's night monkey,XM_012477588.2,XP_012333011.1,10563169,model,,default-seq
105810730,TMEM161B,transmembrane protein 161B,Propithecus coquereli,Coquerel's sifaka,XM_012644757.1,XP_012500211.1,10563169,model,,default-seq
105880430,TMEM161B,transmembrane protein 161B,Microcebus murinus,gray mouse lemur,XM_012781461.2,XP_012636915.1,10563169,model,,default-seq
105985384,Tmem161b,transmembrane protein 161B,Dipodomys ordii,Ord's kangaroo rat,XM_013015910.1,XP_012871364.1,10563169,model,,default-seq
106841208,TMEM161B,transmembrane protein 161B,Equus asinus,donkey,XM_014857051.3,XP_014712537.3,,model,,default-seq
106978600,TMEM161B,transmembrane protein 161B,Acinonyx jubatus,cheetah,XM_015076295.3,XP_014931781.1,10563169,model,,default-seq
107152374,Tmem161b,transmembrane protein 161B,Marmota marmota marmota,Alpine marmot,XM_048800113.1,XP_048656070.1,,model,,default-seq
107497142,TMEM161B,transmembrane protein 161B,Rousettus aegyptiacus,Egyptian rousette,XM_016118690.2,XP_015974176.1,10563169,model,,default-seq
107535023,TMEM161B,transmembrane protein 161B,Miniopterus natalensis,,XM_016210323.1,XP_016065809.1,10563169,model,,default-seq
108288958,TMEM161B,transmembrane protein 161B,Cebus imitator,Panamanian white-faced capuchin,XM_017508197.2,XP_017363686.1,10563169,model,,default-seq
108393025,TMEM161B,transmembrane protein 161B,Manis javanica,Malayan pangolin,XM_017653593.3,XP_017509082.3,,model,,default-seq
108541066,TMEM161B,transmembrane protein 161B,Rhinopithecus bieti,black snub-nosed monkey,XM_017890503.1,XP_017745992.1,10563169,model,,default-seq
109274888,TMEM161B,transmembrane protein 161B,Panthera pardus,leopard,XM_019462826.2,XP_019318371.1,10563169,model,,default-seq
109381988,TMEM161B,transmembrane protein 161B,Hipposideros armiger,great roundleaf bat,XM_019641141.1,XP_019496686.1,10563169,model,,default-seq
109448668,TMEM161B,transmembrane protein 161B,Rhinolophus sinicus,Chinese rufous horseshoe bat,XM_019734237.2,XP_019589796.2,,model,,default-seq
109562318,TMEM161B,transmembrane protein 161B,Bos indicus,zebu cattle,XM_019965408.2,XP_019820967.1,10563169,model,,default-seq
109689604,Tmem161b,transmembrane protein 161B,Castor canadensis,American beaver,XM_074077126.1,XP_073933227.1,,model,,default-seq
110132159,TMEM161B,transmembrane protein 161B,Odocoileus virginianus,white-tailed deer,XM_070465782.1,XP_070321883.1,,model,,default-seq
110222882,TMEM161B,transmembrane protein 161B,Phascolarctos cinereus,koala,XM_021008104.1,XP_020863763.1,10563169,model,,default-seq
110307778,Tmem161b,transmembrane protein 161B,Mus caroli,Ryukyu mouse,XM_029468324.1,XP_029324184.1,,model,,default-seq
110328852,Tmem161b,transmembrane protein 161B,Mus pahari,shrew mouse,XM_021208340.2,XP_021063999.1,10563169,model,,default-seq
110566691,Tmem161b,transmembrane protein 161B,Meriones unguiculatus,Mongolian gerbil,XM_060383629.1,XP_060239612.1,,model,,default-seq
110589038,TMEM161B,transmembrane protein 161B,Neomonachus schauinslandi,Hawaiian monk seal,XM_021699420.1,XP_021555095.1,10563169,model,,default-seq
111148397,LOC111148397,transmembrane protein 161B,Enhydra lutris kenyoni,northern sea otter,XM_022504914.1,XP_022360622.1,10563169,model,,default-seq
111184559,TMEM161B,transmembrane protein 161B,Delphinapterus leucas,beluga whale,XM_022593218.1,XP_022448926.1,10563169,model,,default-seq
111544468,TMEM161B,transmembrane protein 161B,Piliocolobus tephrosceles,Ugandan red Colobus,XM_023215012.1,XP_023070780.1,10563169,model,,default-seq
112307456,TMEM161B,transmembrane protein 161B,Desmodus rotundus,common vampire bat,XM_045197805.3,XP_045053740.2,,model,,default-seq
112392579,TMEM161B,transmembrane protein 161B,Neophocaena asiaeorientalis asiaeorientalis,Yangtze finless porpoise,XM_024734356.1,XP_024590124.1,10563169,model,,default-seq
112626921,TMEM161B,transmembrane protein 161B,Theropithecus gelada,gelada,XM_025389326.1,XP_025245111.1,10563169,model,,default-seq
112654160,TMEM161B,transmembrane protein 161B,Canis lupus dingo,dingo,XM_025438630.3,XP_025294415.1,10563169,model,,default-seq
112819911,TMEM161B,transmembrane protein 161B,Callorhinus ursinus,northern fur seal,XM_025866743.2,XP_025722528.1,10563169,model,,default-seq
112861179,TMEM161B,transmembrane protein 161B,Puma concolor,puma,XM_025924467.1,XP_025780252.1,10563169,model,,default-seq
112915509,TMEM161B,transmembrane protein 161B,Vulpes vulpes,red fox,XM_025992928.2,XP_025848713.1,10563169,model,,default-seq
113196929,Tmem161b,transmembrane protein 161B,Urocitellus parryii,Arctic ground squirrel,XM_026409030.1,XP_026264815.1,10563169,model,,default-seq
113255126,TMEM161B,transmembrane protein 161B,Ursus arctos,brown bear,XM_048220795.2,XP_048076752.1,,model,,default-seq
113617352,LOC113617352,transmembrane protein 161B,Sagmatias obliquidens,Pacific white-sided dolphin,XM_027100666.1,XP_026956467.1,10563169,model,,default-seq
113895019,TMEM161B,transmembrane protein 161B,Bos indicus x Bos taurus,hybrid cattle,XM_027545654.1,XP_027401455.1,10563169,model,,default-seq
113929467,TMEM161B,transmembrane protein 161B,Zalophus californianus,California sea lion,XM_027606396.2,XP_027462197.1,10563169,model,,default-seq
114044696,TMEM161B,transmembrane protein 161B,Vombatus ursinus,common wombat,XM_027864325.1,XP_027720126.1,10563169,model,,default-seq
114086344,Tmem161b,transmembrane protein 161B,Marmota flaviventris,yellow-bellied marmot,XM_027927604.2,XP_027783405.1,10563169,model,,default-seq
114217634,TMEM161B,transmembrane protein 161B,Eumetopias jubatus,Steller sea lion,XM_028114552.1,XP_027970353.1,10563169,model,,default-seq
114500609,TMEM161B,transmembrane protein 161B,Phyllostomus discolor,pale spear-nosed bat,XM_028517333.2,XP_028373134.1,10563169,model,,default-seq
114614514,Tmem161b,transmembrane protein 161B,Grammomys surdaster,,XM_028760134.1,XP_028615967.1,10563169,model,,default-seq
114710518,Tmem161b,transmembrane protein 161B,Peromyscus leucopus,white-footed mouse,XM_028894687.2,XP_028750520.1,10563169,model,,default-seq
114892965,TMEM161B,transmembrane protein 161B,Monodon monoceros,narwhal,XM_029218362.1,XP_029074195.1,10563169,model,,default-seq
115294606,TMEM161B,transmembrane protein 161B,Suricata suricatta,meerkat,XM_029942565.1,XP_029798425.1,,model,,default-seq
115520197,TMEM161B,transmembrane protein 161B,Lynx canadensis,Canada lynx,XM_030324354.1,XP_030180214.1,,model,,default-seq
115847429,TMEM161B,transmembrane protein 161B,Globicephala melas,long-finned pilot whale,XM_030847220.3,XP_030703080.1,,model,,default-seq
116083912,Tmem161b,transmembrane protein 161B,Mastomys coucha,southern multimammate mouse,XM_031360698.1,XP_031216558.1,,model,,default-seq
116471019,TMEM161B,transmembrane protein 161B,Hylobates moloch,silvery gibbon,XM_032156897.2,XP_032012788.2,,model,,default-seq
116550416,TMEM161B,transmembrane protein 161B,Sapajus apella,tufted capuchin,XM_032276466.1,XP_032132357.1,,model,,default-seq
116586167,TMEM161B,transmembrane protein 161B,Mustela erminea,ermine,XM_032335798.1,XP_032191689.1,,model,,default-seq
116632257,TMEM161B,transmembrane protein 161B,Phoca vitulina,harbor seal,XM_032404029.1,XP_032259920.1,,model,,default-seq
116751518,TMEM161B,transmembrane protein 161B,Phocoena sinus,vaquita,XM_032627519.1,XP_032483410.1,,model,,default-seq
116860750,TMEM161B,transmembrane protein 161B,Lontra canadensis,Northern American river otter,XM_032846945.1,XP_032702836.1,,model,,default-seq
116897328,Tmem161b,transmembrane protein 161B,Rattus rattus,black rat,XM_032899082.1,XP_032754973.1,,model,,default-seq
117024769,TMEM161B,transmembrane protein 161B,Rhinolophus ferrumequinum,greater horseshoe bat,XM_033110267.1,XP_032966158.1,,model,,default-seq
117064939,TMEM161B,transmembrane protein 161B,Trachypithecus francoisi,Francois's langur,XM_033179187.1,XP_033035078.1,,model,,default-seq
117700559,Tmem161b,transmembrane protein 161B,Arvicanthis niloticus,Nile rat,XM_034492438.1,XP_034348329.1,,model,,default-seq
118016975,TMEM161B,transmembrane protein 161B,Mirounga leonina,Southern elephant seal,XM_035014801.1,XP_034870692.1,,model,,default-seq
118522863,TMEM161B,transmembrane protein 161B,Halichoerus grypus,gray seal,XM_036072177.1,XP_035928070.1,,model,,default-seq
118596286,Tmem161b,transmembrane protein 161B,Onychomys torridus,southern grasshopper mouse,XM_036207080.1,XP_036062973.1,,model,,default-seq
118642467,TMEM161B,transmembrane protein 161B,Molossus molossus,Pallas's mastiff bat,XM_036280246.1,XP_036136139.1,,model,,default-seq
118656227,TMEM161B,transmembrane protein 161B,Myotis myotis,,XM_036309264.1,XP_036165157.1,,model,,default-seq
118703133,TMEM161B,transmembrane protein 161B,Pipistrellus kuhlii,Kuhl's pipistrelle,XM_036409788.2,XP_036265681.1,,model,,default-seq
118855734,TMEM161B,transmembrane protein 161B,Trichosurus vulpecula,common brushtail,XM_036765751.1,XP_036621646.1,,model,,default-seq
118891993,TMEM161B,transmembrane protein 161B,Balaenoptera musculus,blue whale,XM_036845981.1,XP_036701876.1,,model,,default-seq
118932290,TMEM161B,transmembrane protein 161B,Manis pentadactyla,Chinese pangolin,XM_036925641.2,XP_036781536.1,,model,,default-seq
118977228,TMEM161B,transmembrane protein 161B,Sturnira hondurensis,,XM_037032024.1,XP_036887919.1,,model,,default-seq
119059811,TMEM161B,transmembrane protein 161B,Artibeus jamaicensis,Jamaican fruit-eating bat,XM_037159641.2,XP_037015536.2,,model,,default-seq
119261413,TMEM161B,transmembrane protein 161B,Talpa occidentalis,Iberian mole,XM_037530707.2,XP_037386604.1,,model,,default-seq
119507918,TMEM161B,transmembrane protein 161B,Choloepus didactylus,southern two-toed sloth,XM_037801226.1,XP_037657154.1,,model,,default-seq
119809517,Tmem161b,transmembrane protein 161B,Arvicola amphibius,Eurasian water vole,XM_038322352.1,XP_038178280.1,,model,,default-seq
119944538,TMEM161B,transmembrane protein 161B,Tachyglossus aculeatus,Australian echidna,XM_038765505.1,XP_038621433.1,,model,,default-seq
120221796,TMEM161B,transmembrane protein 161B,Hyaena hyaena,striped hyena,XM_039219379.1,XP_039075310.1,,model,,default-seq
120612509,TMEM161B,transmembrane protein 161B,Pteropus medius,Indian flying fox,XM_039875021.1,XP_039730955.1,,model,,default-seq
120863287,TMEM161B,transmembrane protein 161B,Oryx dammah,scimitar-horned oryx,XM_040239405.1,XP_040095339.1,,model,,default-seq
121013470,TMEM161B,transmembrane protein 161B,Puma yagouaroundi,jaguarundi,XM_040449216.1,XP_040305150.1,,model,,default-seq
121160316,TMEM161B,transmembrane protein 161B,Ochotona curzoniae,black-lipped pika,XM_040986017.1,XP_040841951.1,,model,,default-seq
121455961,Tmem161b,transmembrane protein 161B,Microtus oregoni,creeping vole,XM_041663748.1,XP_041519682.1,,model,,default-seq
121489740,TMEM161B,transmembrane protein 161B,Vulpes lagopus,Arctic fox,XM_041753041.1,XP_041608975.1,,model,,default-seq
122117155,Tmem161b,transmembrane protein 161B,Dipodomys spectabilis,banner-tailed kangaroo rat,XM_042690804.1,XP_042546738.1,,model,,default-seq
122222447,TMEM161B,transmembrane protein 161B,Panthera leo,lion,XM_042942962.1,XP_042798896.1,,model,,default-seq
122439551,TMEM161B,transmembrane protein 161B,Cervus canadensis,,XM_043464700.1,XP_043320635.1,,model,,default-seq
122490827,TMEM161B,transmembrane protein 161B,Prionailurus bengalensis,leopard cat,XM_043593265.1,XP_043449200.1,,model,,default-seq
122700584,TMEM161B,transmembrane protein 161B,Cervus elaphus,red deer,XM_043913556.1,XP_043769491.1,,model,,default-seq
122730752,TMEM161B,transmembrane protein 161B,Dromiciops gliroides,monito del monte,XM_043970088.1,XP_043826023.1,,model,,default-seq
122917722,TMEM161B,transmembrane protein 161B,Neogale vison,American mink,XM_044265945.1,XP_044121880.1,,model,,default-seq
123231405,TMEM161B,transmembrane protein 161B,Gracilinanus agilis,Agile Gracile Mouse Opossum,XM_044657658.1,XP_044513593.1,,model,,default-seq
123608023,TMEM161B,transmembrane protein 161B,Leopardus geoffroyi,Geoffroy's cat,XM_045497375.1,XP_045353331.1,,model,,default-seq
123648170,TMEM161B,transmembrane protein 161B,Lemur catta,Ring-tailed lemur,XM_045565886.1,XP_045421842.1,,model,,default-seq
123791497,TMEM161B,transmembrane protein 161B,Ursus americanus,American black bear,XM_045796312.1,XP_045652268.1,,model,,default-seq
123824634,TMEM161B,transmembrane protein 161B,Phyllostomus hastatus,greater spear-nosed bat,XM_045847900.1,XP_045703856.1,,model,,default-seq
123859747,TMEM161B,transmembrane protein 161B,Mirounga angustirostris,Northern elephant seal,XM_064596343.1,XP_064452413.1,,model,,default-seq
123938487,TMEM161B,transmembrane protein 161B,Meles meles,Eurasian badger,XM_045999889.1,XP_045855845.1,,model,,default-seq
124081892,Tmem161b,transmembrane protein 161B,Marmota monax,woodchuck,XM_046428268.2,XP_046284224.1,,model,,default-seq
124242190,TMEM161B,transmembrane protein 161B,Equus quagga,,XM_046666922.1,XP_046522878.1,,model,,default-seq
124518843,TMEM161B,transmembrane protein 161B,Lynx rufus,bobcat,XM_047088798.1,XP_046944754.1,,model,,default-seq
124987341,Tmem161b,transmembrane protein 161B,Sciurus carolinensis,gray squirrel,XM_047556530.1,XP_047412486.1,,model,,default-seq
125100052,TMEM161B,transmembrane protein 161B,Lutra lutra,Eurasian river otter,XM_047729847.1,XP_047585803.1,,model,,default-seq
125126156,TMEM161B,transmembrane protein 161B,Phacochoerus africanus,Common warthog,XM_047778244.1,XP_047634200.1,,model,,default-seq
125170054,TMEM161B,transmembrane protein 161B,Prionailurus viverrinus,fishing cat,XM_047866170.1,XP_047722126.1,,model,,default-seq
125339822,Tmem161b,transmembrane protein 161B,Perognathus longimembris pacificus,Pacific pocket mouse,XM_048331093.1,XP_048187050.1,,model,,default-seq
125414077,Tmem161b,transmembrane protein 161B,Myodes glareolus,Bank vole,XM_048455852.1,XP_048311809.1,,model,,default-seq
125935810,TMEM161B,transmembrane protein 161B,Panthera uncia,snow leopard,XM_049649774.1,XP_049505731.1,,model,,default-seq
126001939,TMEM161B,transmembrane protein 161B,Suncus etruscus,white-toothed pygmy shrew,XM_049769134.1,XP_049625091.1,,model,,default-seq
126066315,TMEM161B,transmembrane protein 161B,Elephas maximus indicus,,XM_049867285.1,XP_049723242.1,,model,,default-seq
126507706,Tmem161b,transmembrane protein 161B,Alexandromys fortis,reed vole,XM_050152379.1,XP_050008336.1,,model,,default-seq
126957453,TMEM161B,transmembrane protein 161B,Macaca thibetana thibetana,,XM_050795375.1,XP_050651332.1,,model,,default-seq
127212473,Tmem161b,transmembrane protein 161B,Acomys russatus,golden spiny mouse,XM_051172586.1,XP_051028543.1,,model,,default-seq
127220913,Tmem161b,transmembrane protein 161B,Phodopus roborovskii,desert hamster,XM_051182811.1,XP_051038768.1,,model,,default-seq
127559421,TMEM161B,transmembrane protein 161B,Antechinus flavipes,yellow-footed antechinus,XM_051993198.1,XP_051849158.1,,model,,default-seq
127666760,Tmem161b,transmembrane protein 161B,Apodemus sylvaticus,European woodmouse,XM_052159718.1,XP_052015678.1,,model,,default-seq
128051342,TMEM161B,transmembrane protein 161B,Budorcas taxicolor,takin,XM_052643909.1,XP_052499869.1,,model,,default-seq
128113746,Tmem161b,transmembrane protein 161B,Peromyscus californicus insignis,,XM_052743651.1,XP_052599611.1,,model,,default-seq
128583057,TMEM161B,transmembrane protein 161B,Nycticebus coucang,slow loris,XM_053586911.1,XP_053442886.1,,model,,default-seq
129036570,TMEM161B,transmembrane protein 161B,Pongo pygmaeus,Bornean orangutan,XM_054487919.2,XP_054343894.1,,model,,default-seq
129074668,TMEM161B,transmembrane protein 161B,Pteronotus mesoamericanus,,XM_054578575.1,XP_054434550.1,,model,,default-seq
129457590,TMEM161B,transmembrane protein 161B,Symphalangus syndactylus,siamang,XM_063612217.1,XP_063468287.1,,model,,default-seq
129501649,TMEM161B,transmembrane protein 161B,Nyctereutes procyonoides,raccoon dog,XM_055312823.1,XP_055168798.1,,model,,default-seq
129558222,TMEM161B,transmembrane protein 161B,Moschus berezovskii,Chinese forest musk deer,XM_055429135.1,XP_055285110.1,,model,,default-seq
129638922,TMEM161B,transmembrane protein 161B,Bubalus kerabau,carabao,XM_055563669.1,XP_055419644.1,,model,,default-seq
129674176,Tmem161b,transmembrane protein 161B,Psammomys obesus,fat sand rat,XM_055604067.1,XP_055460042.1,,model,,default-seq
130021717,TMEM161B,transmembrane protein 161B,Sorex fumeus,smoky shrew,XM_056112498.1,XP_055968473.1,,model,,default-seq
130855696,TMEM161B,transmembrane protein 161B,Hippopotamus amphibius kiboko,,XM_057739623.1,XP_057595606.1,,model,,default-seq
